1.000000000000000000e+00,9.201680672268907069e-01,8.765432098765432167e-01,8.290598290598291120e-01,0.000000000000000000e+00,6.261261261261261701e-01,5.450643776824034559e-01,4.473684210526315264e-01,0.000000000000000000e+00,6.453488372093022507e-01,5.369127516778522402e-01,4.841269841269840724e-01,1.354305656923315837e-01,9.589965982613648521e-01
3.865139511069339284e-01,1.000000000000000000e+00,9.958847736625515701e-01,9.914529914529915944e-01,2.768381052367888673e-01,6.846846846846845747e-01,5.879828326180257525e-01,4.561403508771929571e-01,3.955860684012848516e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.999999999999998890e-01,9.138074983729893574e-02,9.026614496915499330e-01
5.339395782415043978e-01,9.705882352941175295e-01,9.341563786008231229e-01,8.931623931623932089e-01,2.647354097494736824e-01,4.054054054054054279e-01,2.703862660944205687e-01,1.447368421052631637e-01,2.903719011175606712e-01,5.872093023255813282e-01,4.429530201342281592e-01,4.047619047619047672e-01,2.064150536962188198e-01,9.534609754873599741e-01
2.759951878241495571e-01,1.000000000000000000e+00,9.958847736625515701e-01,9.829059829059830777e-01,1.656873639214038463e-01,9.774774774774774855e-01,9.098712446351930883e-01,8.070175438596490780e-01,2.188036142109255622e-01,3.430232558139534316e-01,2.147651006711409072e-01,1.269841269841269493e-01,8.172911035308061400e-02,9.644439267176494468e-01
2.479612280380272260e-01,9.915966386554622147e-01,9.876543209876542662e-01,9.743589743589743390e-01,1.747478706819392824e-01,1.936936936936936582e-01,1.072961373390557971e-01,8.771929824561403022e-03,2.492307989274234470e-01,3.604651162790697416e-01,2.416107382550335414e-01,1.984126984126984017e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.581367261756113973e-01,9.957983193277311074e-01,9.958847736625515701e-01,9.957264957264958527e-01,1.165407562579364176e-01,2.702702702702702853e-01,2.789699570815450391e-01,2.894736842105263275e-01,1.617045899553082589e-01,5.988372093023255349e-01,5.100671140939596615e-01,5.714285714285713969e-01,7.976389966643182561e-03,8.995646889352428843e-01
1.735546973886052669e-02,7.521008403361344463e-01,5.637860082304526621e-01,2.991452991452991927e-01,2.216178420717454800e-01,8.153153153153152033e-01,7.253218884120171683e-01,5.657894736842105088e-01,2.078870663499003124e-01,7.616279069767442067e-01,7.651006711409396033e-01,7.063492063492063933e-01,1.251659444433244062e-01,9.695070030456918175e-01
2.450055326803546318e-02,5.042016806722688926e-01,4.074074074074074403e-01,2.820512820512821039e-01,2.417690648231402006e-01,3.873873873873873719e-01,2.703862660944205687e-01,1.403508771929824483e-01,2.243161782174359631e-01,5.348837209302325091e-01,4.228187919463087252e-01,3.571428571428570953e-01,1.957066875347663881e-01,9.237746933204107336e-01
0.000000000000000000e+00,7.521008403361344463e-01,5.637860082304526621e-01,3.461538461538462008e-01,1.541538084469021297e-01,8.288288288288288008e-01,7.253218884120171683e-01,5.789473684210526550e-01,1.642689512836106869e-01,8.023255813953487081e-01,7.718120805369126369e-01,7.222222222222222099e-01,1.247718609556613956e-01,9.402383247670513811e-01
4.184668956278086993e-02,7.857142857142856984e-01,7.407407407407408106e-01,6.880341880341880323e-01,2.830125013535655931e-01,6.486486486486486847e-01,5.751072961373390191e-01,4.868421052631578538e-01,3.790504601294837905e-01,1.744186046511627675e-01,4.026845637583892357e-02,0.000000000000000000e+00,9.175692831440755981e-01,8.510367975904955529e-01
1.089774724421711249e-01,7.899159663865545911e-01,7.572016460905349744e-01,7.222222222222222099e-01,2.177772236267602468e-01,6.441441441441442262e-01,5.708154506437768116e-01,4.824561403508771384e-01,2.613025502485718521e-01,6.104651162790697416e-01,4.765100671140938826e-01,4.682539682539682557e-01,1.000000000000000000e+00,9.749944206978398142e-01
5.067972387528529854e-01,8.613445378151259879e-01,8.930041152263374915e-01,9.059829059829059839e-01,3.862957436226025498e-01,5.720720720720720021e-01,5.879828326180257525e-01,5.789473684210526550e-01,5.634235755334350282e-01,5.000000000000000000e-01,5.436241610738254959e-01,6.904761904761904656e-01,2.387421422290572082e-01,9.369039624971264857e-01
6.778426911900850005e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000222e+00,2.868751988892467852e-01,7.477477477477476597e-01,7.467811158798283167e-01,7.149122807017543879e-01,2.195034906332456737e-01,7.093023255813952765e-01,8.187919463087247607e-01,9.999999999999998890e-01,7.234680436285998439e-01,9.027990182858047774e-01
3.795022638493387723e-01,9.327731092436973848e-01,9.382716049382716639e-01,9.145299145299146115e-01,6.830371473132312854e-01,0.000000000000000000e+00,5.150214592274676706e-02,0.000000000000000000e+00,8.855790467991395687e-01,0.000000000000000000e+00,6.711409395973150227e-02,7.142857142857142461e-02,8.293979764630421414e-01,7.861491431958711473e-02
1.321295677222317499e-01,2.941176470588234559e-02,2.880658436213991147e-02,0.000000000000000000e+00,5.190449933548758610e-01,1.261261261261261146e-01,1.287553648068669454e-01,1.140350877192982532e-01,4.551459236362668803e-01,2.674418604651163101e-01,2.818791946308724650e-01,3.968253968253968589e-01,6.383344496416611946e-01,7.168560809714108473e-02
2.379041735730142992e-01,1.680672268907562605e-02,4.526748971193415849e-02,4.700854700854702195e-02,7.623241020787860922e-01,9.594594594594594295e-01,9.570815450643777034e-01,9.473684210526316374e-01,5.971307669022974940e-01,2.325581395348835789e-02,4.697986577181206824e-02,1.666666666666666574e-01,5.415442470039124601e-01,2.245106315513112349e-02
3.244931473570957237e-01,5.462184873949579855e-02,6.172839506172839164e-02,2.991452991452991927e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.906976744186046124e-02,3.355704697986572338e-02,1.031746031746031689e-01,5.748552705872498336e-01,2.671649858939417754e-01
8.482622540794060306e-02,1.680672268907562605e-02,0.000000000000000000e+00,8.547008547008558277e-03,4.269352954261446120e-01,4.504504504504502904e-02,0.000000000000000000e+00,3.070175438596491058e-02,2.852727076067180789e-01,1.511627906976744096e-01,0.000000000000000000e+00,1.904761904761904379e-01,9.801667441470272024e-01,1.047666422746260650e-01
5.867902075317743549e-01,1.680672268907562605e-02,4.115226337448560368e-02,1.709401709401710268e-02,5.042504781404326675e-01,9.909909909909910830e-01,9.656652360515021183e-01,9.517543859649122417e-01,4.833810432855924488e-01,1.162790697674415119e-02,6.711409395973150227e-02,2.142857142857142738e-01,7.454583576864024508e-01,2.127568735413660761e-01
1.362227303516575783e-01,0.000000000000000000e+00,2.057613168724279490e-02,1.709401709401710268e-02,5.165660374043309355e-01,5.450450450450450290e-01,5.793991416309012266e-01,5.877192982456139747e-01,5.199889992199221433e-01,4.186046511627906641e-01,5.369127516778522402e-01,7.619047619047618625e-01,7.371254105592015549e-01,0.000000000000000000e+00